experiment_id,strategy,win_rate,profit_factor,avg_pnl_per_trade_pct,max_drawdown_pct,total_trades,tp_hits,sl_hits
EXP-020,S_Ultimate_Short,70.0%,2.39,,,7889,5598,2291
