,entry_dt,exit_dt,entry_price,exit_price,entry_fill,exit_fill,side,gross_pnl_price,gross_pnl_dollars,commission_dollars,pnl,pnl_pct,reason,duration,cum_pnl
0,2020-07-28 04:30:00,2020-07-28 04:35:00,35.235225,35.305738857142856,35.205225,35.33573885714286,-1,-0.13051385714285857,-130.51385714285857,5.0,-135.51385714285857,-0.0038492541133555765,SL,1.0,-135.51385714285857
1,2020-07-28 04:35:00,2020-07-28 04:50:00,35.260537,35.12312528571428,35.230537,35.15312528571428,-1,0.07741171428571647,77.41171428571647,5.0,72.41171428571647,0.002055367883995537,TP,3.0,-63.1021428571421
2,2020-07-28 07:00:00,2020-07-28 07:45:00,35.167724,35.079732285714286,35.137724,35.10973228571429,-1,0.027991714285711566,27.991714285711566,5.0,22.991714285711566,0.0006543313472924873,TP,9.0,-40.11042857143053
3,2020-07-28 07:05:00,2020-07-28 07:35:00,35.201475,35.101429714285715,35.171475,35.131429714285716,-1,0.04004528571428523,40.04528571428523,5.0,35.04528571428523,0.0009964121696427355,TP,6.0,-5.065142857145304
4,2020-07-28 07:10:00,2020-07-28 07:35:00,35.209912,35.109866714285715,35.179912,35.139866714285716,-1,0.04004528571428523,40.04528571428523,5.0,35.04528571428523,0.000996173205728463,TP,5.0,29.980142857139924
5,2020-07-28 07:15:00,2020-07-28 07:45:00,35.193037,35.097813142857134,35.163036999999996,35.127813142857136,-1,0.03522385714286003,35.22385714286003,5.0,30.223857142860027,0.0008595348900852913,TP,6.0,60.20399999999995
6,2020-07-28 07:20:00,2020-07-28 07:45:00,35.159287,35.06165228571428,35.129287,35.09165228571428,-1,0.03763471428571563,37.63471428571563,5.0,32.63471428571563,0.0009289888031520718,TP,5.0,92.83871428571558
7,2020-07-28 07:25:00,2020-07-28 07:45:00,35.184599,35.09299114285714,35.154599,35.12299114285714,-1,0.031607857142859075,31.607857142859075,5.0,26.607857142859075,0.0007568812587752481,TP,4.0,119.44657142857466
8,2020-07-30 03:10:00,2020-07-30 03:20:00,34.821785,34.700042714285715,34.791785,34.730042714285716,-1,0.06174228571428131,61.74228571428131,5.0,56.74228571428131,0.001630910449529431,TP,2.0,176.18885714285597
9,2020-08-04 02:00:00,2020-08-04 02:20:00,34.788034,34.697632,34.758034,34.727632,-1,0.03040200000000226,30.40200000000226,5.0,25.40200000000226,0.0007308238434890265,TP,4.0,201.59085714285823
10,2020-08-04 13:00:00,2020-08-04 13:25:00,35.606477,35.43049371428572,35.576477,35.46049371428572,-1,0.11598328571427885,115.98328571427885,5.0,110.98328571427885,0.003119569307390354,TP,5.0,312.5741428571371
11,2020-08-05 07:05:00,2020-08-05 07:20:00,36.720234,36.502063,36.690234,36.532063,-1,0.15817099999999584,158.17099999999584,5.0,153.17099999999584,0.004174707634734515,TP,3.0,465.7451428571329
12,2020-08-05 07:10:00,2020-08-05 07:20:00,36.661171,36.43817857142857,36.631171,36.468178571428574,-1,0.16299242857142815,162.99242857142815,5.0,157.99242857142815,0.004313059731872294,TP,2.0,623.7375714285611
13,2020-08-05 09:05:00,2020-08-05 09:35:00,36.711797,36.45384914285714,36.681796999999996,36.48384914285714,-1,0.19794785714285723,197.94785714285723,5.0,192.94785714285723,0.005260043752569081,TP,6.0,816.6854285714182
14,2020-08-05 09:30:00,2020-08-05 09:35:00,36.753984,36.52617014285715,36.723984,36.55617014285715,-1,0.16781385714285335,167.81385714285335,5.0,162.81385714285335,0.004433447556856939,TP,1.0,979.4992857142715
15,2020-08-05 09:45:00,2020-08-05 10:50:00,36.753984,36.47433942857143,36.723984,36.504339428571434,-1,0.2196445714285673,219.6445714285673,5.0,214.6445714285673,0.005844806256003359,TP,13.0,1194.143857142839
16,2020-08-05 09:50:00,2020-08-05 10:50:00,36.703359,36.42130371428571,36.673359,36.451303714285714,-1,0.22205528571428346,222.05528571428346,5.0,217.05528571428346,0.005918609356570896,TP,12.0,1411.1991428571223
17,2020-08-05 10:00:00,2020-08-05 10:55:00,36.669609,36.38152657142857,36.639609,36.411526571428574,-1,0.22808242857142602,228.08242857142602,5.0,223.08242857142602,0.0060885592030042145,TP,11.0,1634.2815714285484
18,2020-08-05 10:05:00,2020-08-05 10:55:00,36.678046,36.37911542857143,36.648046,36.40911542857143,-1,0.23893057142856833,238.93057142856833,5.0,233.93057142856833,0.006383166279276344,TP,10.0,1868.2121428571168
19,2020-08-05 10:10:00,2020-08-05 11:00:00,36.635859,36.33692842857143,36.605859,36.366928428571434,-1,0.23893057142856833,238.93057142856833,5.0,233.93057142856833,0.006390522660008288,TP,10.0,2102.142714285685
20,2020-08-05 10:15:00,2020-08-05 10:25:00,36.576796,36.72505592857143,36.546796,36.75505592857143,-1,-0.2082599285714295,-208.2599285714295,5.0,-213.2599285714295,-0.005835256490649125,SL,2.0,1888.8827857142555
21,2020-08-05 10:20:00,2020-08-05 10:55:00,36.678046,36.37791014285715,36.648046,36.40791014285715,-1,0.24013585714285313,240.13585714285313,5.0,235.13585714285313,0.006416054409636276,TP,7.0,2124.0186428571087
22,2020-08-05 10:25:00,2020-08-05 10:55:00,36.711797,36.41045571428571,36.681796999999996,36.44045571428571,-1,0.24134128571428448,241.34128571428448,5.0,236.34128571428448,0.006443012748647088,TP,6.0,2360.359928571393
23,2020-08-05 10:30:00,2020-08-05 11:00:00,36.635859,36.332107,36.605859,36.362107,-1,0.24375200000000063,243.75200000000063,5.0,238.75200000000063,0.006522234596379793,TP,6.0,2599.111928571394
24,2020-08-05 10:35:00,2020-08-05 11:30:00,36.559921,36.252553000000006,36.529921,36.28255300000001,-1,0.24736799999999448,247.36799999999448,5.0,242.36799999999448,0.006634780294214008,TP,11.0,2841.4799285713884
25,2020-08-05 11:00:00,2020-08-05 11:30:00,36.382732,36.15973957142857,36.352731999999996,36.18973957142857,-1,0.16299242857142815,162.99242857142815,5.0,157.99242857142815,0.004346095049236689,TP,6.0,2999.4723571428167
26,2020-08-05 11:05:00,2020-08-05 11:30:00,36.357419,36.14165885714286,36.327419,36.17165885714286,-1,0.15576014285714024,155.76014285714024,5.0,150.76014285714024,0.004150037272318747,TP,5.0,3150.232499999957
27,2020-08-05 11:10:00,2020-08-05 11:30:00,36.365857,36.15853442857143,36.335857,36.18853442857143,-1,0.14732257142856753,147.32257142856753,5.0,142.32257142856753,0.003916862933178307,TP,4.0,3292.5550714285246
28,2020-08-05 11:15:00,2020-08-05 11:40:00,36.315232,36.11393628571429,36.285232,36.14393628571429,-1,0.14129571428571097,141.29571428571097,5.0,136.29571428571097,0.003756231027700497,TP,5.0,3428.8507857142354
29,2020-08-05 11:20:00,2020-08-05 11:30:00,36.332107,36.13804342857143,36.302107,36.16804342857143,-1,0.13406357142856962,134.06357142856962,5.0,129.06357142856962,0.0035552639252749057,TP,2.0,3557.914357142805
30,2020-08-05 11:25:00,2020-08-05 11:30:00,36.332107,36.15009714285714,36.302107,36.18009714285714,-1,0.1220098571428565,122.0098571428565,5.0,117.0098571428565,0.0032232249533851167,TP,1.0,3674.9242142856615
31,2020-08-11 01:00:00,2020-08-11 01:10:00,35.935542,35.88130028571429,35.905542,35.91130028571429,-1,-0.005758285714293265,-5.758285714293265,5.0,-10.758285714293265,-0.0002996274423121998,TP,2.0,3664.165928571368
32,2020-08-11 01:05:00,2020-08-11 01:10:00,35.893354,35.83670157142858,35.863354,35.86670157142858,-1,-0.003347571428577112,-3.347571428577112,5.0,-8.347571428577112,-0.00023276047824687875,TP,1.0,3655.818357142791
33,2020-08-11 08:40:00,2020-08-11 08:50:00,36.264606,36.083801428571434,36.234606,36.113801428571435,-1,0.1208045714285646,120.8045714285646,5.0,115.8045714285646,0.003195966072559602,TP,2.0,3771.6229285713553
34,2020-08-13 04:10:00,2020-08-13 04:30:00,36.315232,36.18987442857143,36.285232,36.21987442857143,-1,0.0653575714285708,65.3575714285708,5.0,60.35757142857079,0.0016634197468703186,TP,4.0,3831.980499999926
35,2020-08-14 07:10:00,2020-08-14 07:20:00,35.910229,35.811389285714284,35.880229,35.841389285714286,-1,0.03883971428571442,38.83971428571442,5.0,33.83971428571442,0.0009431298302392223,TP,2.0,3865.8202142856403
36,2020-08-17 03:10:00,2020-08-17 03:50:00,35.884916,35.764379285714284,35.854915999999996,35.794379285714285,-1,0.0605367142857105,60.5367142857105,5.0,55.5367142857105,0.0015489288633589466,TP,8.0,3921.3569285713506
37,2020-08-17 03:15:00,2020-08-17 03:45:00,35.901792,35.77763914285714,35.871792,35.80763914285714,-1,0.06415285714285801,64.15285714285801,5.0,59.15285714285801,0.001649007586319022,TP,6.0,3980.5097857142086
38,2020-08-17 03:20:00,2020-08-17 03:45:00,35.901792,35.77763914285714,35.871792,35.80763914285714,-1,0.06415285714285801,64.15285714285801,5.0,59.15285714285801,0.001649007586319022,TP,5.0,4039.6626428570667
39,2020-08-17 03:30:00,2020-08-17 03:50:00,35.884916,35.75232557142857,35.854915999999996,35.78232557142857,-1,0.07259042857142362,72.59042857142362,5.0,67.59042857142362,0.0018851091039070798,TP,4.0,4107.25307142849
40,2020-08-17 20:05:00,2020-08-17 20:15:00,36.374295,36.307999714285714,36.344294999999995,36.337999714285715,-1,0.006295285714280396,6.295285714280396,5.0,1.2952857142803964,3.563931324793606e-05,TP,2.0,4108.54835714277
41,2020-08-18 00:15:00,2020-08-18 00:40:00,36.315232,36.279071,36.285232,36.309071,-1,-0.023839000000002386,-23.839000000002386,5.0,-28.839000000002386,-0.0007947861543231247,TP,5.0,4079.709357142768
42,2020-08-18 01:00:00,2020-08-18 01:25:00,36.332107,36.276659714285714,36.302107,36.306659714285715,-1,-0.0045527142857153535,-4.5527142857153535,5.0,-9.552714285715354,-0.00026314489915737826,TP,5.0,4070.1566428570527
43,2020-08-18 01:05:00,2020-08-18 01:25:00,36.332107,36.27183828571429,36.302107,36.30183828571429,-1,0.0002687142857098479,0.2687142857098479,5.0,-4.731285714290152,-0.00013033088449356818,TP,4.0,4065.4253571427626
44,2020-08-18 01:10:00,2020-08-18 01:15:00,36.298357,36.330902071428575,36.268357,36.360902071428576,-1,-0.09254507142857449,-92.54507142857449,5.0,-97.54507142857449,-0.002689536540863279,SL,1.0,3967.880285714188
45,2020-08-18 01:15:00,2020-08-18 01:25:00,36.332107,36.25857942857143,36.302107,36.28857942857143,-1,0.013527571428568308,13.527571428568308,5.0,8.527571428568308,0.000234905688217169,TP,2.0,3976.4078571427563
46,2020-08-18 04:10:00,2020-08-18 04:15:00,36.450233,36.35983042857143,36.420232999999996,36.38983042857143,-1,0.03040257142856717,30.40257142856717,5.0,25.40257142856717,0.0006974851431776171,TP,1.0,4001.8104285713234
47,2020-08-18 13:20:00,2020-08-18 13:25:00,36.365857,36.42371442857143,36.335857,36.45371442857143,-1,-0.11785742857143333,-117.85742857143333,5.0,-122.85742857143333,-0.003381162265456773,SL,1.0,3878.95299999989
48,2020-08-18 13:25:00,2020-08-18 13:50:00,36.357419,36.23206114285714,36.327419,36.26206114285714,-1,0.0653578571428568,65.3578571428568,5.0,60.3578571428568,0.0016614958839453141,TP,5.0,3939.3108571427465
49,2020-08-18 13:30:00,2020-08-18 13:40:00,36.365857,36.24893671428571,36.335857,36.27893671428571,-1,0.05692028571428409,56.92028571428409,5.0,51.92028571428409,0.0014288994398641568,TP,2.0,3991.2311428570306
50,2020-08-20 08:00:00,2020-08-20 08:05:00,35.884916,35.702905571428566,35.854915999999996,35.73290557142857,-1,0.12201042857142852,122.01042857142852,5.0,117.01042857142852,0.0032634417152568014,TP,1.0,4108.241571428459
